RunAtUTC,BucketID,Query,Status,ReturnedItems,Message
2026-03-07T04:02:27.167520+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-03-07T04:02:29.892454+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-03-07T04:02:32.635818+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-03-07T04:02:35.314238+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-03-07T04:02:38.155771+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-03-07T04:02:40.913014+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-03-07T04:02:43.467491+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-03-07T04:02:45.981846+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-03-07T04:02:48.620858+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-03-07T04:02:51.163296+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-03-07T04:02:53.753383+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-03-07T04:02:56.364954+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-03-07T04:02:59.028799+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-03-07T04:03:01.540416+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,400.0,
2026-03-07T04:03:04.357572+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,400.0,
2026-03-07T04:03:07.269753+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,400.0,
2026-03-07T04:03:13.371088+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,400.0,
2026-03-07T04:03:16.055193+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-03-07T04:03:18.621342+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-03-07T04:03:21.120286+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-03-07T04:03:23.788324+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-03-07T04:03:26.361913+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-03-07T04:03:28.726472+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-03-07T04:03:31.448304+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-03-07T04:03:33.990606+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-03-08T04:11:18.972472+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-03-08T04:11:20.606420+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-03-08T04:11:22.663646+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-03-08T04:11:24.539976+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-03-08T04:11:26.366952+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-03-08T04:11:28.255926+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-03-08T04:11:30.147833+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-03-08T04:11:31.933718+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-03-08T04:11:34.319825+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-03-08T04:11:36.742882+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-03-08T04:11:38.475443+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-03-08T04:11:40.513379+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-03-08T04:11:42.246123+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
2026-03-08T04:11:43.902182+00:00,GaN_CMOS_A_Circuit_Demos,"""monolithic"" GaN CMOS",OK,400.0,
2026-03-08T04:11:45.712079+00:00,GaN_CMOS_B_Enablers,"""GaN CMOS""",OK,400.0,
2026-03-08T04:11:47.769768+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN transistor",OK,400.0,
2026-03-08T04:11:49.704858+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN FET",OK,400.0,
2026-03-08T04:11:51.380247+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel transistor",OK,400.0,
2026-03-08T04:11:53.204270+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel FET",OK,400.0,
2026-03-08T04:11:55.036366+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN",OK,400.0,
2026-03-08T04:11:56.733425+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-03-08T04:11:58.421388+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-03-08T04:12:00.086404+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-03-08T04:12:01.924468+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-03-08T04:12:03.685399+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-03-08T04:12:05.411303+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-03-08T04:12:07.603688+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-03-08T04:12:09.534292+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-03-08T04:12:11.381775+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-03-08T04:12:13.257008+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-03-08T04:12:15.319581+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-03-08T04:12:17.260212+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-03-08T04:12:19.184995+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-03-08T04:12:20.929215+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-03-08T04:12:22.782173+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-03-08T04:12:24.470230+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-03-08T04:12:26.501179+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-03-08T04:12:28.535143+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,400.0,
2026-03-08T04:12:30.344047+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,400.0,
2026-03-08T04:12:32.264502+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,400.0,
2026-03-08T04:12:33.911294+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,400.0,
2026-03-08T04:12:35.754725+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-03-08T04:12:37.531903+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-03-08T04:12:39.110341+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-03-08T04:12:40.869605+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-03-08T04:12:42.933713+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-03-08T04:12:44.605388+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-03-08T04:12:46.341684+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-03-08T04:12:48.216077+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-03-09T04:17:52.555615+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-03-09T04:17:55.750267+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-03-09T04:17:59.186780+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-03-09T04:18:01.199401+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-03-09T04:18:03.826058+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-03-09T04:18:06.476783+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-03-09T04:18:08.894188+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-03-09T04:18:11.107791+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-03-09T04:18:13.073362+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-03-09T04:18:14.995976+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-03-09T04:18:17.671810+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-03-09T04:18:19.655413+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-03-09T04:18:22.304758+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
2026-03-09T04:18:24.403812+00:00,GaN_CMOS_A_Circuit_Demos,"""monolithic"" GaN CMOS",OK,400.0,
2026-03-09T04:18:26.299955+00:00,GaN_CMOS_B_Enablers,"""GaN CMOS""",OK,400.0,
2026-03-09T04:18:28.260668+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN transistor",OK,400.0,
2026-03-09T04:18:30.143882+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN FET",OK,400.0,
2026-03-09T04:18:32.065357+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel transistor",OK,400.0,
2026-03-09T04:18:33.815027+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel FET",OK,400.0,
2026-03-09T04:18:36.087871+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN",OK,400.0,
2026-03-09T04:18:38.674004+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-03-09T04:18:40.776580+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-03-09T04:18:42.575141+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-03-09T04:18:44.342494+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-03-09T04:18:46.485625+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-03-09T04:18:48.684528+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-03-09T04:18:50.844650+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-03-09T04:18:54.657490+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-03-09T04:18:56.895768+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-03-09T04:18:59.084387+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-03-09T04:19:01.322419+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-03-09T04:19:04.839939+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-03-09T04:19:06.696587+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-03-09T04:19:08.612185+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-03-09T04:19:10.800448+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-03-09T04:19:12.677672+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-03-09T04:19:15.592620+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-03-09T04:19:18.626277+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,400.0,
2026-03-09T04:19:20.712570+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,400.0,
2026-03-09T04:19:23.045567+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,400.0,
2026-03-09T04:19:24.928485+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,400.0,
2026-03-09T04:19:27.418100+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-03-09T04:19:29.497654+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-03-09T04:19:31.230762+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-03-09T04:19:33.692140+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-03-09T04:19:36.269745+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-03-09T04:19:38.728094+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-03-09T04:19:40.958370+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-03-09T04:19:42.853476+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-03-10T04:09:59.585214+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-03-10T04:10:06.999819+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-03-10T04:10:13.421586+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-03-10T04:10:20.856093+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-03-10T04:10:28.319797+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-03-10T04:10:33.311541+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-03-10T04:10:37.040140+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-03-10T04:10:40.897408+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-03-10T04:10:45.561718+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-03-10T04:10:49.940503+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-03-10T04:10:55.149595+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-03-10T04:10:58.671341+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-03-10T04:11:04.303885+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
2026-03-10T04:11:09.619792+00:00,GaN_CMOS_A_Circuit_Demos,"""monolithic"" GaN CMOS",OK,400.0,
2026-03-10T04:11:16.797805+00:00,GaN_CMOS_B_Enablers,"""GaN CMOS""",OK,400.0,
2026-03-10T04:11:24.510077+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN transistor",OK,400.0,
2026-03-10T04:11:31.623640+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN FET",OK,400.0,
2026-03-10T04:11:38.621157+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel transistor",OK,400.0,
2026-03-10T04:11:46.188542+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel FET",OK,400.0,
2026-03-10T04:11:52.600286+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN",OK,400.0,
2026-03-10T04:11:59.669409+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-03-10T04:12:10.581187+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-03-10T04:12:20.878882+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-03-10T04:12:29.532381+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-03-10T04:12:42.580560+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-03-10T04:13:00.720484+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-03-10T04:13:15.215265+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-03-10T04:13:31.173531+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-03-10T04:13:54.196006+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-03-10T04:14:08.129759+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-03-10T04:14:23.213870+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-03-10T04:14:41.747605+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-03-10T04:14:55.986474+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-03-10T04:15:17.194633+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-03-10T04:15:32.183977+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-03-10T04:15:51.914484+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-03-10T04:16:08.978383+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-03-10T04:16:29.495629+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,361.0,
2026-03-10T04:16:45.931001+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,383.0,
2026-03-10T04:17:12.719764+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,389.0,
2026-03-10T04:17:33.292298+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,396.0,
2026-03-10T04:17:52.712619+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-03-10T04:18:12.489334+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-03-10T04:18:27.713831+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-03-10T04:18:46.057023+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-03-10T04:19:00.531922+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-03-10T04:19:13.052820+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-03-10T04:19:29.776738+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-03-10T04:19:47.258439+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-03-11T04:10:12.072634+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-03-11T04:10:14.688610+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-03-11T04:10:17.738038+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-03-11T04:10:21.231883+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-03-11T04:10:24.172805+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-03-11T04:10:26.740807+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-03-11T04:10:29.525970+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-03-11T04:10:32.264040+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-03-11T04:10:34.501854+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-03-11T04:10:37.232328+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-03-11T04:10:39.265252+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-03-11T04:10:41.500060+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-03-11T04:10:44.565556+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
2026-03-11T04:10:48.558184+00:00,GaN_CMOS_A_Circuit_Demos,"""monolithic"" GaN CMOS",OK,400.0,
2026-03-11T04:10:53.217602+00:00,GaN_CMOS_B_Enablers,"""GaN CMOS""",OK,400.0,
2026-03-11T04:10:57.779493+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN transistor",OK,400.0,
2026-03-11T04:11:02.672046+00:00,GaN_CMOS_B_Enablers,"""complementary"" GaN FET",OK,400.0,
2026-03-11T04:11:06.175763+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel transistor",OK,400.0,
2026-03-11T04:11:10.403690+00:00,GaN_CMOS_B_Enablers,"""GaN"" p-channel FET",OK,400.0,
2026-03-11T04:11:14.250224+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN",OK,400.0,
2026-03-11T04:11:18.558552+00:00,GaN_CMOS_B_Enablers,"""p-type"" GaN FET",OK,400.0,
2026-03-11T04:11:23.148505+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" transistor",OK,400.0,
2026-03-11T04:11:26.740939+00:00,GaN_CMOS_B_Enablers,"""p-GaN"" FET",OK,400.0,
2026-03-11T04:11:30.265607+00:00,GaN_CMOS_B_Enablers,"""p-channel"" GaN MOSFET",OK,400.0,
2026-03-11T04:11:33.724562+00:00,GaN_CMOS_B_Enablers,"""GaN"" n-channel MOSFET",OK,400.0,
2026-03-11T04:11:37.089796+00:00,GaN_CMOS_B_Enablers,"""GaN"" CMOS technology",OK,400.0,
2026-03-11T04:11:41.369851+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary technology",OK,400.0,
2026-03-11T04:11:45.869840+00:00,GaN_CMOS_B_Enablers,"""GaN"" complementary integration",OK,400.0,
2026-03-11T04:11:49.626525+00:00,GaN_CMOS_B_Enablers,"""GaN"" threshold voltage engineering complementary",OK,400.0,
2026-03-11T04:11:52.871477+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN p-channel",OK,400.0,
2026-03-11T04:11:57.975599+00:00,GaN_CMOS_B_Enablers,"""normally-off"" GaN complementary",OK,400.0,
2026-03-11T04:12:02.533588+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN p-channel",OK,400.0,
2026-03-11T04:12:08.208998+00:00,GaN_CMOS_B_Enablers,"""enhancement-mode"" GaN complementary",OK,400.0,
2026-03-11T04:12:11.953684+00:00,GaN_CMOS_B_Enablers,"""gate stack"" GaN p-channel",OK,400.0,
2026-03-11T04:12:18.061600+00:00,GaN_CMOS_B_Enablers,"""Mg"" doped p-GaN transistor",OK,400.0,
2026-03-11T04:12:22.016988+00:00,GaN_CMOS_B_Enablers,"""polarization"" GaN p-channel transistor",OK,400.0,
2026-03-11T04:12:25.938514+00:00,GaN_CMOS_B_Enablers,"""polarization"" enhanced complementary GaN",OK,400.0,
2026-03-11T04:12:30.454243+00:00,VENUE_SWEEP_IEDM,"""GaN CMOS""",OK,400.0,
2026-03-11T04:12:34.593163+00:00,VENUE_SWEEP_IEDM,"""GaN complementary logic""",OK,400.0,
2026-03-11T04:12:38.533977+00:00,VENUE_SWEEP_IEDM,"""complementary GaN""",OK,400.0,
2026-03-11T04:12:43.256274+00:00,VENUE_SWEEP_VLSI,"""GaN CMOS""",OK,400.0,
2026-03-11T04:12:47.287828+00:00,VENUE_SWEEP_VLSI,"""GaN complementary logic""",OK,400.0,
2026-03-11T04:12:52.202408+00:00,VENUE_SWEEP_VLSI,"""complementary GaN""",OK,400.0,
2026-03-11T04:12:56.777397+00:00,VENUE_SWEEP_TED,"""GaN CMOS""",OK,400.0,
2026-03-11T04:13:00.515191+00:00,VENUE_SWEEP_TED,"""GaN complementary logic""",OK,400.0,
2026-03-11T04:13:04.546643+00:00,VENUE_SWEEP_TED,"""complementary GaN""",OK,400.0,
2026-03-11T04:13:07.254543+00:00,VENUE_SWEEP_EDL,"""GaN CMOS""",OK,400.0,
2026-03-11T04:13:10.124327+00:00,VENUE_SWEEP_EDL,"""GaN complementary logic""",OK,400.0,
2026-03-11T04:13:13.006950+00:00,VENUE_SWEEP_EDL,"""complementary GaN""",OK,400.0,
2026-03-12T04:13:43.226676+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN CMOS"" inverter",OK,400.0,
2026-03-12T04:13:53.354400+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" CMOS inverter",OK,400.0,
2026-03-12T04:14:08.117211+00:00,GaN_CMOS_A_Circuit_Demos,"""complementary"" GaN inverter",OK,400.0,
2026-03-12T04:14:20.618493+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary inverter",OK,400.0,
2026-03-12T04:14:36.116185+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic circuits",OK,400.0,
2026-03-12T04:14:52.444273+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" complementary logic",OK,400.0,
2026-03-12T04:15:13.818782+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""logic gate"" complementary",OK,400.0,
2026-03-12T04:15:23.346070+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""ring oscillator"" complementary",OK,400.0,
2026-03-12T04:15:36.291283+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""voltage transfer"" inverter",OK,400.0,
2026-03-12T04:15:47.687072+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" ""noise margin"" inverter",OK,400.0,
2026-03-12T04:15:59.337293+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" inverter propagation delay",OK,400.0,
2026-03-12T04:16:11.288785+00:00,GaN_CMOS_A_Circuit_Demos,"""GaN"" short propagation delay",OK,400.0,
2026-03-12T04:16:21.406993+00:00,GaN_CMOS_A_Circuit_Demos,"""all-GaN"" CMOS inverter",OK,400.0,
